"CountyID","CountyName","ReferralYear","Rate","LabelLongitude","LabelLatitude","RateRank"
20,"Custer",2012,2.8,-98.9947255933091,35.6355925726426,307.5
21,"Delaware",2012,1.5,-94.8114064665649,36.4330750413896,139.5
22,"Dewey",2012,5.88,-99.0026276338638,35.9860641060811,442
23,"Ellis",2012,0,-99.7541920843861,36.2085544939542,29
24,"Garfield",2012,4.93,-97.7785191348422,36.3678657387894,421
25,"Garvin",2012,2.65,-97.3023768608149,34.7103145563251,286.5
26,"Grady",2012,4.84,-97.8800824410339,35.0140335742845,418
27,"Grant",2012,6.69,-97.7845052708135,36.7906959570334,451.5
28,"Greer",2012,1.5,-99.5593444200064,34.9427664878966,139.5
29,"Harmon",2012,0,-99.8462629867067,34.7474029014696,29
30,"Harper",2012,0,-99.6718629310338,36.7775045477641,29
31,"Haskell",2012,1.02,-95.1194074966018,35.2553093637869,100
32,"Hughes",2012,5.75,-96.2384521145052,35.0526183366767,437.5
33,"Jackson",2012,1.66,-99.4153765114804,34.5917941766762,155.5
34,"Jefferson",2012,8.4,-97.8233420069576,34.1110896977992,458.5
35,"Johnston",2012,2.81,-96.6493986247792,34.3187259845145,309.5
36,"Kay",2012,2.1,-97.1487308209393,36.8197603838225,221.5
37,"Kingfisher",2012,4.4,-97.9367093480735,35.934131116842,402.5
38,"Kiowa",2012,6.86,-98.9722460102744,34.9187670789366,454
39,"Latimer",2012,0.7,-95.2557710119632,34.9067885471894,80
40,"Le Flore",2012,0.28,-94.7111774971803,34.9299511687652,60.5
41,"Lincoln",2012,3.78,-96.8794645451841,35.69193772589,381
42,"Logan",2012,2.22,-97.4379547025155,35.9055803786812,247
43,"Love",2012,2.1,-97.2337960481928,34.0006399600389,221.5
44,"McClain",2012,4.46,-98.524560069483,36.3106916876361,406
45,"McCurtain",2012,1.42,-96.7563551232226,34.0264118585759,134
46,"McIntosh",2012,2.91,-95.2377239906663,36.3337424158728,317
47,"Major",2012,0,-97.4331745941108,35.0031201393918,29
48,"Marshall",2012,1.95,-94.7840344331028,34.1452341840507,199
49,"Mayes",2012,1.91,-95.6644800921539,35.398840067242,192
50,"Murray",2012,5.99,-97.0572913816591,34.4888457946869,446
51,"Muskogee",2012,2.18,-95.3855658011359,35.6427027662025,237.5
52,"Noble",2012,2.65,-97.2279763724569,36.3855065817112,286.5
53,"Nowata",2012,3.51,-95.6260913238725,36.8198423472456,367
54,"Okfuskee",2012,7.69,-96.3097295106855,35.4641810903221,457
55,"Oklahoma",2012,3.72,-97.4049770992058,35.5394523331614,377.5
56,"Okmulgee",2012,6.96,-95.9607718994239,35.6570209142237,455
57,"Osage",2012,2.94,-96.4045798127983,36.634052844886,320.5
58,"Ottawa",2012,1.5,-94.8180540321859,36.8552992868479,139.5
59,"Pawnee",2012,1.66,-96.6990049468818,36.3168088803122,155.5
60,"Payne",2012,2.22,-96.9751478239377,36.0693458141458,247
61,"Pittsburg",2012,3.82,-95.7439797251411,34.9488015969789,382
62,"Pontotoc",2012,5.81,-96.674562329413,34.7307576005793,440
63,"Pottawatomie",2012,4.09,-96.9445206954569,35.3015638806384,395
64,"Pushmataha",2012,1.17,-95.3842741209906,34.4497873058268,113
65,"Roger Mills",2012,0,-99.6999273109391,35.6831343827393,29
66,"Rogers",2012,3.2,-95.6121330018314,36.3979046759883,340.5
67,"Seminole",2012,4.96,-96.6001413613621,35.1681506005071,422.5
68,"Sequoyah",2012,0.54,-94.760490800755,35.5205440172208,68.5
69,"Stephens",2012,4.98,-97.8463715950095,34.4843230918468,424
70,"Texas",2012,1.01,-101.477803361668,36.7450721534074,97
71,"Tillman",2012,0,-98.921205231615,34.3753490926514,29
72,"Tulsa",2012,2.84,-95.9428049690609,36.1338366907781,312
73,"Wagoner",2012,1.94,-95.5384179113774,35.9858739766272,197
74,"Washington",2012,3.31,-95.9132782566878,36.7270298442834,348.5
75,"Washita",2012,10.75,-98.9917075036666,35.2907305029854,461
76,"Woods",2012,0,-98.8729461327617,36.7708675261212,29
77,"Woodward",2012,2.74,-99.260005758032,36.416401211778,301.5
